user,qid,images,pid,context,n_main,percent,comment,outer_link,code_id,news,picture_number,keyword,biggest,repeat
U2,2,1660056548000-2022-08-09-22-49-08-413-Facebook.jpg,0,"宗佑大|宗佑看到一些討論。關於模仿在實質上的破可能對弱勢饮料過得書,基本上多數論述我也都是同意的。不過我也想要的微提醒一個進步深常見的窗點:習慣去要求已經努力的人,卻對一些明颜完全棄守&不及格的東西说給予份量更重的批評。我覺得這是有不公平的。這些人常常說「E視網大家都知道,所以我不想花時間批评,我批評B,是因為過鐵的個害更規模,我開得值得被拖出來」。我想說的是:沒有,大眾並沒有都知道根,他們只會看到你批評而不把E,所以會覺得8有問題,E沒有問題。但實際上,變單眼腐,也對社會造成大害的,常常就發送。我也常常犯這個毛病,所以特別提出來提醒一下自己查看更多主要勤王泽3500侯宗佑他們可能會简而就给公分。不可惜孕是這樣GG勒",2,0.74,1,0,4,0,14,0,1,0
U2,2,1660056550000-2022-08-09-22-49-10-413-Facebook.jpg,0,"5林福6侯宗佑看點:習到一些討論。關於模仿在實質上的確可能對弱勢饮料造成偏言,基本上大多数論过我也都是同意的。不過我也想要稍微提一個進步訓常見的言慣去要求已經努力的人,會一些明完全棄守&不及格的東西沒有給予份量更重的批評。我覺得這是公平的。這些人常常說「E視網大家都知道,所以我不想花時間拒坪,耗批評B,是因為造成的個害更甜微,我只得值得被拖出來」我想說的是:沒有,大眾並沒有都知過很爛他們只會看到你批評而不不,批評E,所覺得,尤沒有問題,但實以會際上,變有問題單極廣,也對社會造成最大傷害的,常常就是處。我也常常犯過個毛病,所以特別提出來提醒一下自己。查看更多:500李勤保冷焰他們可能也所得辑的40分,工手動可實不是这樣的",2,0.74,1,0,4,0,15,0,1,0
U2,2,1660056552000-2022-08-09-22-49-12-413-Facebook.jpg,0,"pswas阿翰果然沒有讓我失望看到一些討論。關於模仿在實質上的確可能勉弱勢族群造成衝書,基本上大多數論述我也都是同意的,不過我也想要隆香經稱一個進步源常里的家點:習慣去要求已經努力的人,卻對一些明顯光全氣守&不及格的東西沒有給予册里更重的批評。我覺得值是不公平的。這些人常常說「E很爛大家都知道,所以我不想花幼間批評,我批評移,是因為良造成的保害更改,我覺得值得被拖出來」我想說的語:沒有,大眾並沒有都知道根蘭,他們只會看到你批詳B而不批坪E所以會覺得有問題在沒有問題。但實際上,受眾最廣,也對社會造成最大側米的,常常就是Ex我也常常犯這個毛病,所以特別提出來提醒一下自己。查看更多,,优质工单勒侯譯佑他們可能會得預0侯宗佑王学彩不是這樣的6可",2,0.74,1,0,4,0,16,0,1,0
U2,2,1660056553000-2022-08-09-22-49-13-413-Facebook.jpg,0,"阿翰果300合作勤保霏老們目能會閱提供於409.●侯宗佑王伊勒可惜事需常用不是纽然00屯G輯)的单止大多數論述我也都是同意的。不過我也想要稍微提醒一個進步派常見的麻點:習慣去要求已經努力的人,卻對一些明做完全癜守我不及格的東西沒有給予份量更重的批評。我覺得這是不公平的。這些人常常说「E視頻大家都知道,所以我不想花時間批評,我批評B,是因為造成的個害更細微,我覺得值得被指出來」我想說的是:沒有,大眾並沒有相知道E很爛,他們只會看到你批評而不批評E,所以會覺得日有問題,E沒有問題,但實際上,受眾最廣,也對社會造成最大傷害的,常常就是乐。我也常常犯這個毛病,所以特別提出來提醒一下自己。..查看更多然沒有讓我失望♥",2,0.74,1,0,4,0,17,0,1,0
U2,2,1660056554000-2022-08-09-22-49-14-413-Facebook.jpg,0,"阿翰果然點:習慣去要的人,卻對一些明顯完全囊守我不及格的東西沒有給予份量更重的批評。我覺得這是不公平的。這些人常常說「E視網大家都知道,所以我不想花時間批評,我批評,是因為相造成的傷害更改,我覺得值得被拖出來」我想說的是:沒有,大眾並沒有都知道主很爛,他們只會看到你批評B而不批評E,所以會覺得有問題,在沒有問題,但實際上,受眾銀腐,也對社會造成最大傷害的,常常就是E。我也常常犯講個毛病,所以特別提出來提醒一下自己。查看更多(然後其實我對那支廣告另外有點意克的點是爆覺得算命阿姨的结舌音有點太多了吧,雖然我印象中有台灣國隱腔請的老一輩人確實有些也有因hypercorrection(威權下的固语教3500李勤保际给他們可能會見得能給0分,劣化後的可怕事發射能不足结核:00沒有讓我失望學",2,0.74,1,0,4,0,18,0,1,0
U2,2,1660056556000-2022-08-09-22-49-16-413-Facebook.jpg,0,"6李劲我覺得這是不公平的。這些人常常說「E親潤大家都知道。所以我不想花夢間地坪,我批評B,是因為造成的傷害更細微,我覺得值得被撤出來」我想說的是:沒有,大眾並沒有相知道很爛,他們只會看到你批评而不批評E所以會覺得有問題E沒有問題,但實際上,受眾最廣,也對社會造成很大傷害的,常常就很毛。我也常常犯這個毛病,所以特別提出來提醒一下自己。查看更多,。阿翰果然沒有讓我失望♥(然後其實我射移支廣告另外有點意見的點是维安特命與领的播舌音有點太多了吧,雖然我印象中有台灣國能效識的老一輩人確實有些也有因hypercorection:《威權下的固语教育)而會出現一些很时期的檢舌音:3500譚美国能全温度20分求化学動可怕單發射限不足這樣QQ",2,0.74,1,0,4,0,19,0,1,0
U2,2,1660056557000-2022-08-09-22-49-17-413-Facebook.jpg,0,"批坪B,是因為相處成的個古史单位,我覺得值得被拖出來」我想說的是:沒有,大眾並沒有都知孫殺,他們只會看到你批評8而不批評・所以會覺得有問題,且沒有問題,但實際上,受眾銀腐,也對社會造成很大傷害的,常常就是定。我也常常犯這個毛病,所以特別是出來提醒一下自己。山查看更多天請甜品阿姆果然沒有讓我失望(然後其實我對克廣告另外有點意見的點是總覺得算命阿效的锁舌音有點太多了吧,臉仿我印象中有台灣國誘坡請的老一輩人確實有中也有因hypercorrection(威權下的國語教育)而會出現一些很珍期的檢否要但總感覺沒有那麼多…)说化季数:佈王泽勒3500他們可能会見得能給60分。線不足以可",2,0.74,1,0,4,0,20,0,1,0
U2,2,1660056559000-2022-08-09-22-49-19-413-Facebook.jpg,0,"科侯宗季勒他們佑可以查量具公6常裙王可怕實不是核L我想說的是:沒有,大眾並沒有都知道觀,他們只會看到你批评由而不批抨E,所以會覺得有問題。E沒有問題。但實際上,受單最廣,也對社會造成最大傷害的,常常就是E,我也常常里過個毛病,所以特別發出來提醒一下自己。..查看更多阿翰果然沒有讓我失望(然後其密我對格克廣另外有點商見的點是港管得算命阿姨的接送修有點太多了吧,雖然我印象中有台灣能的老一輩人確實有重也有typercorrection《威權下5紗網因的原伏藏SamShenA语教50",2,0.74,1,0,4,0,21,0,1,0
U2,2,1660056560000-2022-08-09-22-49-20-413-Facebook.jpg,0,"SanShen我想說的是:沒有,大眾並沒有都知道很壞,他們只會看到你批詳8而不批評E,所以會覺得日有問題,E沒有問題,但實際上,受眾銀腐,也對社會造成最大無害的,常常就是E我也常常犯這個毛病,所以特別提出來提醒一下自己。這查看更多快说300ⓒ籍佑他們时装音频线地公作檢可減不是這樣:00音工宗佑精莊品阿翰果然沒有讓我失望華(然後其由我對那支很告另外有點散hy見的點是總覺得算命阿姨的格舌音夫點太多了吧,雖然我印象中有台灣國語腔訊的老一輩人確實有要也有因percovection(威權下的田协教育)而會出現一些很好籍的播出音但總成變沒有那麼多x)天源50",2,0.74,1,0,4,0,22,0,1,0
U2,2,1660056562000-2022-08-09-22-49-22-413-Facebook.jpg,0,"●王季勤|侯我想說的是:沒有,大眾並沒有都知道觀,他們只會看到你批评而不批評E,所以會覺得B有問題,更沒有問題,但實際上,受眾最廣,也對社會造成最大傷害的,常常就是定。我也常常犯這個毛病,所以特別提出來提醒一下自己。1篇文章簡單來說,如果有一個人很了寫河翰的模仿如何傷害了越諗族群,新住民二代、原住民,以及女性(上也的確有),那麼我希望看到他有5關討論台灣的stand-upcomedy,然後至少有在論吳宗文:-20%討/柯大概是这(逃過样並不是想刻出我沒拔到,單純只是看了一些討論之後的成想想記下來提醒自己~),快读博只侯芹乐-他-們可-能會閱港铁2400王律的习惯单实用用宗佑G不是採E事實",2,0.74,1,0,4,0,23,0,1,0
U2,2,1660056563000-2022-08-09-22-49-23-413-Facebook.jpg,0,"阿翰果然批評E,所以會像得自有戀期,在沒有問題。但實辦上,受眾最廣,也對社會造成最大幅害的,常常就是E。我也常常犯過個毛病來提簡醒一下自己。來說,如果有一個人花了1篇文章阿翰的模仿如何傷害了越暗族群。單寫新住民二代、原住民、以及女性(事實上也的確有),順度我希望看到他有5留討論台灣的stand-upcomedy,後至少有~20幅在討論灵宗憲/柯文然,大概是這樣(這邊並不是想看出没做劉單純只是看了一些討論之後的成想,想記下來提醒自己)天说(然後其實我對那支廣告另外有點意佑沒有3500李勤侯宗佑他們可能會得提前60分球不是這樣王伊勒讓我失望單可惜,所以特別選出",2,0.74,1,0,4,0,24,0,1,0
U2,2,1660056565000-2022-08-09-22-49-25-413-Facebook.jpg,0,"簡單自己來說有一個人拍了1篇文章寫阿翰的模仿如何傷害了越聽族群。新住民二代、原住民,以及女性(事實上也的確有),那麼我希望看到他有5關討論台灣的stand-up.comedy,然後至少有20間在論买忠/柯文討前商品(點謝阿翰果然沒有讓现失望然後其實我對那支廣告另外有見的點是總覺得算命阿姨的捲舌音有點太多了吧,雖然我印象中有台灣國誘腔譜的老一輩人確實有迫也有因Hypercorrection(威權下的國語教育)而會出現一些很明顯的但總經覺沒有大概是该楼(编语並不是想指出據沒做到,單純只是看了一些討論之後的感想想記下來提醒自己,快覆王季節保传佑他們可能會想找地08王泽勒可榴事贵站简●深佑00不是过保,如果",2,0.74,1,0,4,0,25,0,1,0
U2,2,1660056566000-2022-08-09-22-49-26-413-Facebook.jpg,0,"日王李籍2.48阿翰果然沒有讓我失望來提醒一下自己。龍單來說,如果有一個人花了1篇文章寫阿翰的模仿如何保害了越越族群、新住民二代、原住民,以及女性(事實上也的確有),那麼我希望看到他有5個討論台灣的stand-up.comedy,然後至有討論又渐素/柯文少~20幅在大概是搶樣隨過並不是想指出律没做到,單純只是看了一些討論之後的感想,想記下來提醒自己(然後其實我對那支廣告另外有點意見的點是總覺得算命阿姨的捲舌音有,點太多了吧雖然我印象中有台灣固語腔譜的老一輩人確實有造也有因Typercorrection(威權下的語教育)而會出現一些很好期的捲舌音,3500频09保邓佈他們可能音线地宗佑王学教可怕单实用地不是证樣:00",2,0.74,1,0,4,0,26,0,1,0
U2,2,1660056568000-2022-08-09-22-49-28-413-Facebook.jpg,0,">精莊品阿翰果點但總感hyparcoinection(威權下的國語教育)而會出現一些很期的捲舌音簡單來說,如果有一個人花了1篇文章寫阿翰的模仿如何傷害了以計收器。新住民二代、原住民,以及女性(事實上也的確有),那麼我希望看到他有5發討論台灣的standupcomity,然後至少有在討論吳宗康/柯文20篇大概是這樣這邊並不是想出後沒做到,單純只是看了一些討論之後的成己,記下來提自జలం6王学勤侯宗佑他們可能音频得转轮40分,侯宗佑工作的可怕半城名地不足还樣.00(然後其實我對支廣告另外有點意見的點是總鋪得算命阿姨的格舌音方點太多了吧,雖然我印象中有台灣國巧腔訓的老一輩人確實有些也有因然沒有覺沒有那麼讓我失望多變",2,0.74,1,0,4,1,27,parc,1,0
U2,2,1660056569000-2022-08-09-22-49-29-413-Facebook.jpg,0,"背心語腔譜的老一關商品阿帕果然沒有讓我失望沉確實有亚也有因Hypercorrection(威權下的閱语教育)而會出現一些很貼服的语古音:但總成覺沒有那麼多簡單來說,如果有一個人拍了1篇文章寫阿翰的模仿如何傷害了越籍族群。新住民二代、原住民,以及女性(事實上也的確有),那麼我希望看到他有5關討論台灣的stand-up.comedy,然後至少有-20在討論买宗惠/柯文(然後其實我對形变度出另外有點意見的點是總覺得算命阿姨的插固音有·大多了绝,好大概遷並不是想指是该楼(出據湿後到,單純只是看了一些討論之後的感想,想記來提醒自己)下天真●王路保传佑他們可能由他带民的60分单實彰線不是這樣:00王泽勒可怕輩人",2,0.74,1,0,4,0,28,0,1,0
U2,2,1660056570000-2022-08-09-22-49-30-413-Facebook.jpg,0,"3500李勤保深佈牠們可能音频港段給60分,侯宗佑作可實不是這樣GTHEMEL6阿翰果然沒有讓我失望(然後其實我對印支廣告另外有點過見的點是總覺得算命阿姨的捲舌音有點太多了吧,雖然我印象中有台灣國越控請的老一張人確實有要出有因權hypercorrection《威育)而會出現一些很明顯的接送音,但總成果沒有那麼多x)了越機單來說,如果有一個人花了1篇文章寫阿翰的模仿如何保害籍族群、新住民二代、原住民,以及女性(事實上也的確有),那麼我希望看到他有5關討論台灣的stand-up.comedy,然少有×2在討吳宗憲/柯文後至0幅論大概是這樣(這牌並不是想出事沒做到單純只是看了一些討論之後的感,想,想記下來提醒自己下的保语教50",2,0.74,1,0,4,0,29,0,1,0
U2,2,1660056573000-2022-08-09-22-49-33-413-Facebook.jpg,0,"想,(然後6侯宗佑食品同的果然沒想大概是這不限捷樣(這邊並想与出到,單純只是看了一些討論之後的紙自己醒)記下見的得算命阿姨點是總覺的捲舌音點太多了吧,雖然我印象中有台灣國施胶識的老一輩人確實有去也有因hypercorrection(威權下的田语教育)而會出現一些很期的檢送音。但總成實沒有那麼多SanShen他之前的訪談內容中提到,他在搞笑努力想要赋予所塑造的人物面意義就意圖而言,實在不需要給予太多故的同時,也很正。其實我對泰勒保险的他們可能會恒源转给分。李彩實不是這樣來提有讓我失望支廣告警另外有點意安诚50",2,0.74,1,0,4,0,30,0,1,0
U2,2,1660056576000-2022-08-09-22-49-36-413-Facebook.jpg,0,"該但總天的同時SamShen他之前腔語或王00後其草阿翰果然沒有讓我失望道620可惜事實常常不是這樣李勤H天使果(然見的點是總覺得算命阿姨的待遇音有點太多了吧,雖然我印象中有台湾留的老一Hypercorection(威權下的固语教醒)而會出現一些很时期的修因體。實的訪談內容中提到,他在,遍人物也很努力想要赋予所帮意義就意圖而言,實在不用要給予太多的正面。沒30分的應該知道白更修吧天说我有對那那輩人確麼支多廣x)實有告己另亞也有外有點因搞笑意的",2,0.74,1,0,4,0,31,0,1,0
U2,2,1660056577000-2022-08-09-22-49-37-413-Facebook.jpg,0,"但總快我SamShen在之前的訪談內容成果的同時人物正就意圖而言,實在不商品:阿帕果然沒有讓我失望1天说育)而會出現一些很明顯的沒有那麼多)(然對支外有後其實我廣告另見的點是单要得算命圖领的情天音有點太多了吧,雖然我印象中有台灣國施輩人確實有療也有因效誦的老一typercorrection(威權下的國語教意但一來宮者無心,聽者有意,加上「模仿」就係用上也確實存有喝弄的功能,這就難免戳到部分觀眾的南義。,也很努力想要賦予所塑造的需要中提到,他在搞笑給半捲舌音太點多的過50",2,0.74,1,0,4,0,32,0,1,0
U2,2,1660056579000-2022-08-09-22-49-39-413-Facebook.jpg,0,"5.--查看hypercorrectio更多n(威權下的國協教洞)而會出現一些很危麵的协舌音,但總感覺沒有那麼多x)天才单沒有我天坚(然後其實我對那支廣告另外有點意克的點是總覺得算命阿姨的捲舌音系中有點太多了吧,雖然我印象台灣語腔調的老一輩人確實有些也SamShen他之前的结談內容中提到,他在搞笑人物的同誌,也很努力想要賦予所塑造的就意圖而言,實在不需要給予太多正街商體。符但一言者無心,聽者有意,加上「模仿」就語用上也確實存有限弄的功能,這就難免戳到部分觀眾的痛快出有因50",2,0.74,1,0,4,0,33,0,1,0
U2,2,1660056580000-2022-08-09-22-49-40-413-Facebook.jpg,0,"的同30理的能成覺沒有都麼多黄(然後其實我對支廣告另外有點意見的點是總覺得算命阿姨的播出發到點太多了吧,雖然我印象中有台湾園誘腔确的老一族人確實有些也有因hypercorrection(威權下的用語教育)而會出現一些很珍期的推送音但總天Samther他之前的替談內容中提到,他在搞笑努力想要赋予時,也很所塑造的人物。正面意義就意圖而言,實在但一來宮者無心,聽者有意,加上「模仿」就塌用上也確實存有嘴弄的功能,這就難免戳到部分觀眾的機15.伏藏10●宗佑SoomShen我有能制和控保包,此不需要給予太多的50",2,0.74,1,0,4,0,34,0,1,0
U2,2,1660056582000-2022-08-09-22-49-42-413-Facebook.jpg,0,"處。而會但總成量沒Shen出現一有那麼)仿猪油蒙了心打死不認錯。天香香」就塌機動機「模仿功能,這就難免戳到部分觀眾的高Sam他之前的防談內容中提到,他在搞笑人物的同時,也很努力想要赋予所塑造的就意圖而言,實在不正既意義。需要給予太多故但一言者無心聽者有意,加上弄的這起事件中,最讓我不舒服的反而是好把矛頭指向越南,部分澳航的人好且以直氣壯到不可用議。我都很好奇,他們是不假思索口音這件事一點問題也沒有用SoonShen發有亞蘭和色深言,發伏宗佑上也多確實存有嘴,還認為模是5010",2,0.74,1,0,4,0,35,0,1,0
U2,2,1660056585000-2022-08-09-22-49-45-413-Facebook.jpg,0,"但口總成兒沒會這仿猪油蒙了心打死不認錯。SamShen他之前的路談內容中提到,他在搞笑的同時,也很努力想要赋予所塑造的就意圖而言,實在不需要給人物正面意義予太多這起事件中,最讓我不舒服的反而是部分便航的人紛紛把矛頭指向越南,他們是不假思索認為模且理直氣社到不可思議。我都很好奇,件事一點問題也沒有,還是但一來古老細心,聽者有意,加上「模仿」就係用上也確實存有准弄的功能,這就難免戳到部分觀眾的高10GRRSenten我有殺氣和色深出,我有那麼多背50",2,0.74,1,0,4,0,36,0,1,0
