user,qid,images,pid,context,percent,comment,outer_link,code_id,news,biggest,repeat,typing,like,share,detect_time,row_index,visible time,discuss,discuss_reason,picture_number,color
U3,1,1660012496000-2022-08-09-10-34-56-371-Facebook.jpg,1,"不能审街,都是其國首相府十號梅游述駐主人的蘇琳發文斌:查看更多創線切外電-Taiwan-加入JennerLee的天13:31:4連陳家福GlobalNewsFor話站Y",0.266483516,0,0,4,1,0,0,0,0,0,2022/8/9 10:34,10,0,0, ,5,"rgba(5,61,180,0.3)"
U3,1,1660012496000-2022-08-09-10-34-56-371-Facebook.jpg,2,翻络推文likethesameTodayis#InternationalCatDay;expectallcatstostrutaroundweowntheplace.Expect.tomorrowtoo.LarrytheCat@NumberDcat,0.359010989,0,0,4,1,1,0,0,0,0,2022/8/9 10:34,11,0,0, ,5,"rgba(5,61,180,0.3)"
U3,1,1660012497000-2022-08-09-10-34-57-371-Facebook.jpg,0,,0.02521978,0,0,5,0,0,0,0,0,0,2022/8/9 10:34,12,0,0, ,6,"rgba(0,68,255,1)"
U3,1,1660012497000-2022-08-09-10-34-57-371-Facebook.jpg,1,"主不管人超線網外電拌站GlobalNewsFor「Taiwan加入JesserLee1931的陳家通唐經寧街十號换族选址,都是英國首相府瑞發文說:,查看更多theX",0.267857143,0,0,4,0,0,0,0,0,0,2022/8/9 10:34,13,0,0, ,6,"rgba(5,61,180,0.3)"
U3,1,1660012497000-2022-08-09-10-34-57-371-Facebook.jpg,2,"likethe到播推文Todayis#InternationalCatDay;expectalltostrutaround.ownwesameLarryCat@Number1Ocatcatstomorrowtoo.theplace,Expect",0.446923077,0,0,4,1,1,0,0,0,0,2022/8/9 10:34,14,0,0, ,6,"rgba(5,61,180,0.3)"
U3,1,1660012498000-2022-08-09-10-34-58-371-Facebook.jpg,0,,0.016978022,0,0,5,0,0,0,0,0,0,2022/8/9 10:34,15,0,0, ,7,"rgba(0,68,255,1)"
U3,1,1660012498000-2022-08-09-10-34-58-371-Facebook.jpg,1,"Lee不管唐寧街一號换晚连駐,都是英國首相府主人的超瑞特文旗:查看更多LarrytheCat制版動外TaiwanJewGlobalNersFor網站A天atX",0.266483516,0,0,4,0,0,0,0,0,0,2022/8/9 10:34,16,0,0, ,7,"rgba(5,61,180,0.3)"
U3,1,1660012498000-2022-08-09-10-34-58-371-Facebook.jpg,2,likethesame终端推文@NumberOcatTodayis#InternationalCatDay:expecttostrutaround.theplace.Expectallweowntomorrowtoo.cats,0.456538462,0,0,4,1,1,0,0,0,0,2022/8/9 10:34,17,0,0, ,7,"rgba(5,61,180,0.3)"
U3,1,1660012499000-2022-08-09-10-34-59-371-Facebook.jpg,0,,0.016978022,0,0,5,0,0,0,0,0,0,2022/8/9 10:34,18,0,0, ,8,"rgba(0,68,255,1)"
U3,1,1660012499000-2022-08-09-10-34-59-371-Facebook.jpg,1,"主人的不管唐寧街十號换该选駐,都是英國首相府文斌:「今天是4國際與甜目。像好心理準備,看步如無人之入情,好像我著所有星聯昂首闊們是土地的主人對了,我們明天也會這麼跩」https://twitter.com/number10cat/status/1556541692660129793?s=21&t=OCHOWUGCM-20U8ZERXfw劃線外TaiwanJanslowLee於天1林瑞發GlobalNewsFor場網站加入3316",0.593406593,0,0,4,0,1,0,0,0,0,2022/8/9 10:34,19,0,0, ,8,"rgba(5,61,180,0.3)"
U3,1,1660012499000-2022-08-09-10-34-59-371-Facebook.jpg,2,LarrytheCat/@NumberiDeat,0.129615385,0,0,4,1,0,0,0,0,0,2022/8/9 10:34,20,0,0, ,8,"rgba(5,61,180,0.3)"
U3,1,1660012500000-2022-08-09-10-35-00-371-Facebook.jpg,0,"對https://twitter.com/number10cat/status/15565416926601297937=21&1CHOWJGCM-20UH8ZERXfwC副線製外電網站GloudNewsFoeTaiwanAorLee181硬不管唐寧街十號换性比駐,都是英國首相府主人的眼瑞橙支旗:「今天是:國際猫猫日。做好心理準著所有猫猫昂首闊步如入無人之將,好像我們是土地的主人饶我們明天也會這麼跩」備,看了,",0.563681319,0,0,4,1,1,0,0,0,0,2022/8/9 10:35,21,0,0, ,9,"rgba(5,61,180,0.3)"
U3,1,1660012500000-2022-08-09-10-35-00-371-Facebook.jpg,1,Todayis#InternationalCatDay;tostrutaroundexpectallcatsLarrytheCat@NumberOcat,0.176318681,0,0,4,1,0,0,0,0,0,2022/8/9 10:35,22,0,0, ,9,"rgba(5,61,180,0.3)"
U3,1,1660012501000-2022-08-09-10-35-01-371-Facebook.jpg,0,"Taiwan劃線制外電顶站GlobalNewsForLee61831-6加入Jession主人的賴不管唐寧街十號機洗地址,都是英國首相府瑞發文旗:「今天是国家保期日。做好心理準備,看如入無人之將,好像要著所有林猫昂首闊步們是土地的主人應對了,我們明天也會這麼跩」https://twitter.com/number10cat/status/15565416926601297937s-21&1=|CHOWJGCM-2018ZERXIIw",0.55956044,0,0,4,1,1,0,0,0,0,2022/8/9 10:35,23,0,0, ,10,"rgba(5,61,180,0.3)"
U3,1,1660012501000-2022-08-09-10-35-01-371-Facebook.jpg,1,TodayisInternationalCatDay:expectalltostrutaroundLarrytheCatNumberDcatcats,0.18043956,0,0,4,1,0,0,0,0,0,2022/8/9 10:35,24,0,0, ,10,"rgba(5,61,180,0.3)"
U3,1,1660012502000-2022-08-09-10-35-02-371-Facebook.jpg,0,"不管唐寧街十號創駐,都是英課首相府主人的賴瑞發文說:「今天星國際猫猫日。做好心理準備,看著所有星糊昂首闊步如入無人壤,好像我們是土地的主對了,我們明天也會這麼謎」https://twitter.com/number10cat/status之人格/15565416926601297937=21&1DSHOWJGCM-2018ZERXw電影線製外電譯站GlobalNewsFor「Taiwan加入JasmilowLee,昨天19311",0.538956044,0,0,4,1,1,0,0,0,0,2022/8/9 10:35,25,0,0, ,11,"rgba(5,61,180,0.3)"
U3,1,1660012502000-2022-08-09-10-35-02-371-Facebook.jpg,1,likeweTodayis#InternationalCatDay;expectallcatstostrutaroundowntheplace.ExpectLarrytheCat@Number10cat,0.201043956,0,0,4,1,0,0,0,0,0,2022/8/9 10:35,26,0,0, ,11,"rgba(5,61,180,0.3)"
U3,1,1660012503000-2022-08-09-10-35-03-371-Facebook.jpg,0,"A副線切外https://twitter.com/number10cat/status/155654169266012979378-2161DHOWJGCM-20UBZERX什wTaiwan加入JennieLee許天13316不能康寧街十號换體檢,都是英國首相府主人的麻珊登文说:「今天國際是:俊麵日、做好心理準著所有猫猫昂首附步如入無人之境,好像我們是土地的主人。備,看對了,我們明天也會這麼殺。GlobalNewsFor電譯站",0.52521978,0,0,4,1,1,0,0,0,0,2022/8/9 10:35,27,0,0, ,12,"rgba(5,61,180,0.3)"
U3,1,1660012503000-2022-08-09-10-35-03-371-Facebook.jpg,1,likeweTodayis#InternationalCatDay:expectallcatstostrutaround.owntheplace.ExpectLarrytheCat@Number10cat,0.21478022,0,0,4,1,0,0,0,0,0,2022/8/9 10:35,28,0,0, ,12,"rgba(5,61,180,0.3)"
U3,1,1660012504000-2022-08-09-10-35-04-371-Facebook.jpg,0,"創線動外GlobalNoesFor電譯站Taiwan31A不主人JessorLee,1831管唐帘街十號换經駐,都是英國首相府旗:「今天国邮级期日。做好心理準備,看如入無人之境,好像我的賴瑞發文著所有某瑞昂首闊步們是土地的主人物對了,我們明天也會泡錄:https://twitter.com/number1Ocat/status/15565416926601297937s-21&1DHOWJGCM-20UHAZERXw",0.512857143,0,0,4,1,1,0,0,0,0,2022/8/9 10:35,29,0,0, ,13,"rgba(5,61,180,0.3)"
U3,1,1660012504000-2022-08-09-10-35-04-371-Facebook.jpg,1,likethesameTodayis#InternationalCatDay:expecttoallweownLarrytheCat@Number10catthetomorrowcatsstrutaroundplace.Expecttoo.,0.227142857,0,0,4,1,0,0,0,0,0,2022/8/9 10:35,30,0,0, ,13,"rgba(5,61,180,0.3)"
U3,1,1660012505000-2022-08-09-10-35-05-371-Facebook.jpg,0,"$!DHOWJGCM-20nBZERXw0制服都外電譯站GlobalNewsFor「Taiwan加入JammerLee的天13:31:4管唐寧街十號换線比程,都是其國首相府主人的颠瑞發文説國際蘭縣日,做好心理準備,看著所有层磁昂首闊步如入無人之壞,好像我|們是土地的主人學不「今天是:對了,我們明天也會這麼殺」https://twitter.com/number10cat/status09297937-2151號|",0.47989011,0,0,4,1,1,0,0,0,0,2022/8/9 10:35,31,0,0, ,14,"rgba(5,61,180,0.3)"
U3,1,1660012505000-2022-08-09-10-35-05-371-Facebook.jpg,1,Todayis#InternationalCatDay:expectallcatstostrutaroundlikeweowntheplace.Expectthesametomorrowtoo.LarrytheCat|@NumberOcat,0.26010989,0,0,4,1,0,0,0,0,0,2022/8/9 10:35,32,0,0, ,14,"rgba(5,61,180,0.3)"
U3,1,1660012506000-2022-08-09-10-35-06-371-Facebook.jpg,0,"题!ADⓇ迎「著所有星辉席首闊步如入無人之清,好像我們是土地的主人商對了,我們明天也會泡鹽」https://twitter.com/number10cat/status/15565416926601297937s-21&t=DHOWJGCM-2018ZERXIw",0.269725275,0,0,4,1,0,0,0,0,0,2022/8/9 10:35,33,0,0, ,15,"rgba(5,61,180,0.3)"
U3,1,1660012506000-2022-08-09-10-35-06-371-Facebook.jpg,1,Todayis#InternationalCatDay;expectallcatstostrutaroundliketheplace.Expectthesametomorrowtoo.翻师推文weownLarrytheCat@NumberOcat,0.470274725,0,0,4,1,1,0,0,0,0,2022/8/9 10:35,34,0,0, ,15,"rgba(5,61,180,0.3)"
U3,1,1660012507000-2022-08-09-10-35-07-371-Facebook.jpg,0,鹊城神交15:23:2022/8/8.|1129次推75則引用的推文Todayis#InternationalCatDay;expectallcatsstrutaround.likeweowntheplace.Expectthesametomorrowtoo.LarrytheCat|@NumbertDcatTwitterforiPhoneto,0.74,0,0,4,1,1,0,0,0,0,2022/8/9 10:35,35,0,0, ,16,"rgba(5,61,180,0.3)"
U3,1,1660012508000-2022-08-09-10-35-08-371-Facebook.jpg,0,,0.034835165,0,0,4,1,0,0,0,0,0,2022/8/9 10:35,36,0,0, ,17,"rgba(5,61,180,0.3)"
U3,1,1660012508000-2022-08-09-10-35-08-371-Facebook.jpg,1,"今天是國家確勢日,懷好心理選用在11292播出75則引用的推文新西樂陳家科其他83人Todayis#IntermationalCatDay;expectallcatstostrutaround.likeweowntheplace.Expectthesametomorrowtoo..超娜推文JeniferLee不管唐寧街十號輪經據貼,都是滅國首相府主人的照则LarrytheCat@NumberDcat",0.705164835,0,0,4,1,1,0,0,0,0,2022/8/9 10:35,37,0,0, ,17,"rgba(5,61,180,0.3)"
U3,1,1660012510000-2022-08-09-10-35-10-371-Facebook.jpg,0,,0.037582418,0,0,4,1,0,0,0,0,0,2022/8/9 10:35,38,0,0, ,18,"rgba(5,61,180,0.3)"
U3,1,1660012510000-2022-08-09-10-35-10-371-Facebook.jpg,1,翻牌推文likethesametomorrowTodayis#InternationalCatDay;expectallcatsstrutaround.theplace.Expecttoo.15:23-2022/8/8-TwitterforiPhone1129次轉推75則用的推文流OsweownLarrytheCat@Number10catto,0.702417582,0,0,4,1,1,0,0,0,0,2022/8/9 10:35,39,0,0, ,18,"rgba(5,61,180,0.3)"
U3,1,1660012511000-2022-08-09-10-35-11-371-Facebook.jpg,0,ALT翻牌推文15:23:2022/8/8TwitterforiPhone言的家,0.514230769,0,0,4,1,1,0,0,0,0,2022/8/9 10:35,40,0,0, ,19,"rgba(5,61,180,0.3)"
U3,1,1660012511000-2022-08-09-10-35-11-371-Facebook.jpg,1,"「小雞是取途體育家族委【中盤股棒33年】8/9(二)賽程預告將1830×樂天桃猿vs.富邦悍,查看更多x",0.225769231,0,0,16,0,0,0,0,0,0,2022/8/9 10:35,41,0,0, ,19,"rgba(87,226,255,1)"
U3,1,1660012512000-2022-08-09-10-35-12-371-Facebook.jpg,0,15:23:2022/8/B-TwitterforiPhone满Qaz,0.212032967,0,0,4,1,0,0,0,0,0,2022/8/9 10:35,42,0,0, ,20,"rgba(5,61,180,0.3)"
U3,1,1660012512000-2022-08-09-10-35-12-371-Facebook.jpg,1,"|愛爾達體育家族卷中英【職棒33年】8/9(賽二)程預告【1830×樂天桃猿vs.富邦悍將,查看更多CPBL8/9(二)*****專0元x",0.527967033,0,0,16,1,1,0,0,0,0,2022/8/9 10:35,43,0,0, ,20,"rgba(87,226,255,1)"
U3,1,1660012513000-2022-08-09-10-35-13-371-Facebook.jpg,0,15:23-2022/8/8·TwitterforiPhong出口腔,0.148846154,0,0,4,1,0,0,0,0,0,2022/8/9 10:35,44,0,0, ,21,"rgba(5,61,180,0.3)"
U3,1,1660012513000-2022-08-09-10-35-13-371-Facebook.jpg,1,"ikut聆前途體育家族券【中继職棒33年】8/9(二)賽程預告18:30-樂天桃猿vs.富邦倪所,查看更多>CPBL8/09(二)",0.591153846,0,0,16,0,1,0,0,0,0,2022/8/9 10:35,45,0,0, ,21,"rgba(87,226,255,1)"
U3,1,1660012514000-2022-08-09-10-35-14-371-Facebook.jpg,0,0145CPBL8/09(二)***EBELTAN,0.606263736,0,0,16,0,1,0,0,0,0,2022/8/9 10:35,46,0,0, ,22,"rgba(87,226,255,1)"
U3,1,1660012514000-2022-08-09-10-35-14-371-Facebook.jpg,1,"#超级工作馬達用上工交易大限補彌後,化身「宇宙較」的第一個正式系列賽,教士實實在在蹉了個鐵板。..查看更多|愛爾達體育家族要81610-0",0.133736264,0,0,22,1,0,0,0,0,0,2022/8/9 10:35,47,0,0, ,22,"rgba(4,134,219,1)"
U3,1,1660012515000-2022-08-09-10-35-15-371-Facebook.jpg,0,WCPBL33MCPBLonELTA金——富邦主選賽事請定要開速會Desig【中華職棒33年】8/9(二)賽程预告18:30-桑天桃猿vs.悍將西班四加●主坯:李祐廷/講評:謝長亨起以下平台現場直播口中单電信M00【201频道】鎖定http://mod.cht.com.tw/atHamiMideo【安网速接到2台1http://homvidea.hinet.netIELTATV【愛爾達體育2台】|https://etaoft.tw>CPBLY8/09(二)富邦,0.74,0,0,16,0,1,0,0,0,0,2022/8/9 10:35,48,0,0, ,23,"rgba(87,226,255,1)"
U3,1,1660012516000-2022-08-09-10-35-16-371-Facebook.jpg,0,日NELTATV1受爾達體育2台】https:Weltaot.tv/=========#CPBL33CPILOVELTA#統一富邦主場賽事頻夏爾達Hariideo【延爾達體育2台】http://hamivideohinet.net/日中華電信M【201频道】00http://mod.cht.com.tw/)>CPBL8/9(二)TAE,0.74,0,0,16,0,1,0,0,0,0,2022/8/9 10:35,49,0,0, ,24,"rgba(87,226,255,1)"
U3,1,1660012517000-2022-08-09-10-35-17-371-Facebook.jpg,0,鎖定以下平台現場直播#中福電信MOD【201频道】BELTATV【级网速德育2台】https://eltaott/==========http://mod.cht.com.tw/@HamiWideo【設赠途體育2台】http://hamivideo.hinet.net/#CPBL33#CPBLonELTA|統富邦主常赛事鎖定愛爾達CPBL8/09(二*******18:30,0.74,0,0,16,1,1,0,0,0,0,2022/8/9 10:35,50,0,0, ,25,"rgba(87,226,255,1)"
U3,1,1660012518000-2022-08-09-10-35-18-371-Facebook.jpg,0,145防潮E-METAonBELTANN百家利百度,0.47989011,0,0,24,0,1,0,0,0,0,2022/8/9 10:35,51,0,0, ,26,"rgba(87,226,255,1)"
U3,1,1660012518000-2022-08-09-10-35-18-371-Facebook.jpg,1,"2聆途體育家族券16:19-0回#超级工作馬達爾上工交易大限補強後,化身「宇宙教」的第一個正式系列賽,教士貴實在在課了個鐵板...查看更多",0.26010989,0,0,22,0,0,0,0,0,0,2022/8/9 10:35,52,0,0, ,26,"rgba(4,134,219,1)"
U3,1,1660012519000-2022-08-09-10-35-19-371-Facebook.jpg,0,出BELIAN201,0.246373626,0,0,24,0,0,0,0,0,0,2022/8/9 10:35,53,0,0, ,27,"rgba(87,226,255,1)"
U3,1,1660012519000-2022-08-09-10-35-19-371-Facebook.jpg,1,"系列賽$#超级工作馬達用上工交易大樓密後,化身「宇|夏爾涂體育家16:19-0,較士實洛杉磯道奇聖地牙哥教士8,0897.00實在在踢了個宙教」的第一個正式鐵板...查看更多A",0.493626374,0,0,22,0,1,0,0,0,0,2022/8/9 10:35,54,0,0, ,27,"rgba(4,134,219,1)"
U3,1,1660012520000-2022-08-09-10-35-20-371-Facebook.jpg,0,"MLB美國大聯里00$8,0807.00洛杉磯道奇聖地牙哥教士天天直播全台最多",0.58978022,0,0,22,0,1,0,0,0,0,2022/8/9 10:35,55,0,0, ,28,"rgba(4,134,219,1)"
U3,1,1660012520000-2022-08-09-10-35-20-371-Facebook.jpg,1,"·香港財姆4月5日【將派消费卷第二期】第二站段消费務即大商場搵出優惠,更有商通最多达出等。《香港財國時查看更多5年原装设票及水上樂園門票17:00酒-帐o6發,各",0.15021978,0,0,28,1,0,0,0,0,0,2022/8/9 10:35,56,0,0, ,28,"rgba(5,61,180,1)"
U3,1,1660012521000-2022-08-09-10-35-21-371-Facebook.jpg,0,MLB美國聯棒大聯盟DodgeO天天直播全台最金秋o-ELeRe十天貓露。8次分享,0.335659341,0,0,22,0,0,0,0,0,0,2022/8/9 10:35,57,0,0, ,29,"rgba(4,134,219,1)"
U3,1,1660012521000-2022-08-09-10-35-21-371-Facebook.jpg,1,"送匯香港財經時報◎5700018券第二期】第二路段讲賣并館將派發,各大商推出最多送出5不愿装设優惠,更有商藏及水上樂《香港財經時,查看更多消费师2022代·agm等「時逾60商場優豐股園門高等票、、水上惠樂園門票等合集X",0.404340659,0,0,28,1,1,0,0,0,0,2022/8/9 10:35,58,0,0, ,29,"rgba(5,61,180,1)"
U3,1,1660012522000-2022-08-09-10-35-22-371-Facebook.jpg,0,"消獎得水上樂園門票等023·時代202-60商場優惠合集送匯股票、水上樂園門票等大商場推【消查卷第二期】第二站段消费務即將派發,各有商诊最多送出5手便要放水上樂園門票等。出優惠,更票及《香港財國時,查看更多!#2022逾廣場、apm等2|apm等通60商管庫|迷陳智投票Ot。99本次分家",0.595274725,0,0,28,1,1,0,0,0,0,2022/8/9 10:35,59,0,0, ,30,"rgba(5,61,180,1)"
U3,1,1660012522000-2022-08-09-10-35-22-371-Facebook.jpg,1,68Yik|3月3日16:303Limx,0.144725275,0,0,32,0,0,0,0,0,0,2022/8/9 10:35,60,0,0, ,30,"rgba(87,226,255,1)"
U3,1,1660012523000-2022-08-09-10-35-23-371-Facebook.jpg,0,消箱520水上樂署門票等028|apm等逾60商埸優惠|这远景投资22办理文分享,0.201043956,0,0,28,1,0,0,0,0,0,2022/8/9 10:35,61,0,0, ,31,"rgba(5,61,180,1)"
U3,1,1660012523000-2022-08-09-10-35-23-371-Facebook.jpg,1,"史..GPOLO查看更多1004完全籍贵大权保的天的情測。陳在當年她被以軍法審判的法園內,陶瓷洛西與美國代表選,親自說明堪段台灣在威權統治下的歷31000e",0.538956044,0,0,32,0,1,0,0,0,0,2022/8/9 10:35,62,0,0, ,31,"rgba(87,226,255,1)"
U3,1,1660012524000-2022-08-09-10-35-24-371-Facebook.jpg,0,,0.051318681,0,0,28,1,0,0,0,0,0,2022/8/9 10:35,63,0,0, ,32,"rgba(5,61,180,1)"
U3,1,1660012524000-2022-08-09-10-35-24-371-Facebook.jpg,1,"被以軍法審完全證田大叔偶昨天的猜測表圈,親自說明過段台灣在李忠惠券*B00VikLim8月3日04:3判的法庭內,向裝洛西與美國代威權統治下的歷。陳菊在當年地",0.688681319,0,0,32,0,1,0,0,0,0,2022/8/9 10:35,64,0,0, ,32,"rgba(87,226,255,1)"
U3,1,1660012525000-2022-08-09-10-35-25-371-Facebook.jpg,0,002410DE3月至西-71次分享,0.567802198,0,0,32,0,1,0,0,0,0,2022/8/9 10:35,65,0,0, ,33,"rgba(87,226,255,1)"
U3,1,1660012525000-2022-08-09-10-35-25-371-Facebook.jpg,1,"#71稍好雞日往拿下八月週比賽,成為份首的時利全聯盟首支得到70勝的隊伍。洋基已苦吞了5.查看更多夏爾途體育家族委2天1月24x",0.172197802,0,0,37,0,0,0,0,0,0,2022/8/9 10:35,66,0,0, ,33,"rgba(0,68,255,1)"
U3,1,1660012526000-2022-08-09-10-35-26-371-Facebook.jpg,0,00242031個國-71次分享,0.271098901,0,0,32,0,0,0,0,0,0,2022/8/9 10:35,67,0,0, ,34,"rgba(87,226,255,1)"
U3,1,1660012526000-2022-08-09-10-35-26-371-Facebook.jpg,1,"971年支得到奸自從拿下八月份anne7號>夏爾途體育家族卷10天14240勝的隊伍首選比,洋基已苦吞了5.MLB賽的勝利,成$為全查看更多**聯盟首",0.468901099,0,0,37,0,1,0,0,0,0,2022/8/9 10:35,68,0,0, ,34,"rgba(0,68,255,1)"
U3,1,1660012527000-2022-08-09-10-35-27-371-Facebook.jpg,0,OD2420|3月-7120度百里,0.124120879,0,0,32,0,0,0,0,0,0,2022/8/9 10:35,69,0,0, ,35,"rgba(87,226,255,1)"
U3,1,1660012527000-2022-08-09-10-35-27-371-Facebook.jpg,1,"RFARIA子MOD掉越要取途赣育家族要1424#7110自從拿下八月份首週比賽的勝利,成為全聯盟首了查看更多支得到70断的隊伍。洋基已苦吞5,TMLB/MENE10:00.ELTAREM**8/09-***BELTA$",0.615879121,0,0,37,1,1,0,0,0,0,2022/8/9 10:35,70,0,0, ,35,"rgba(0,68,255,1)"
U3,1,1660012528000-2022-08-09-10-35-28-371-Facebook.jpg,0,Bo,0.110384615,0,0,32,0,0,0,0,0,0,2022/8/9 10:35,71,0,0, ,36,"rgba(87,226,255,1)"
U3,1,1660012528000-2022-08-09-10-35-28-371-Facebook.jpg,1,"#716奸艘日往拿下支得到70勝的HITTAAanke八月份安网涂體育家族卷42越B#OL.IONBELTOM首洲隊伍。洋基已苦吞了58/0910:00ELIZABETH比賽MLBATVH$的層利,成為410,查看全**聯盟首更多",0.629615385,0,0,37,0,1,0,0,0,0,2022/8/9 10:35,72,0,0, ,36,"rgba(0,68,255,1)"
U3,1,1660012529000-2022-08-09-10-35-29-371-Facebook.jpg,0,機,0.087032967,0,0,32,0,0,0,0,0,0,2022/8/9 10:35,73,0,0, ,37,"rgba(87,226,255,1)"
U3,1,1660012529000-2022-08-09-10-35-29-371-Facebook.jpg,1,"Omanke險避浙天14:24·舒途體#718好链白往拿下八月份首個比賽的勝利,成為全聯盟首|,洋基已否存了5,查看更多支得到70勝的隊伍MLBATTS*****JRPRIMA8/09-ORAT10:00..育家族券31歲組离,14家",0.652967033,0,0,37,0,1,0,0,0,0,2022/8/9 10:35,74,0,0, ,37,"rgba(0,68,255,1)"
U3,1,1660012530000-2022-08-09-10-35-30-371-Facebook.jpg,0,M,0.070549451,0,0,32,0,0,0,0,0,0,2022/8/9 10:35,75,0,0, ,38,"rgba(87,226,255,1)"
U3,1,1660012530000-2022-08-09-10-35-30-371-Facebook.jpg,1,"06anke法|夏爾達體育家族卷8天1424#711097自從拿下八月份首場比賽的勝利,成為全聯盟首支得到70醋的隊洋基已苦行了5.查看更多MLB伍,#LINHELTAND8/0910:00.CLAREM***中影留言+1次分享$ARRAY",0.669450549,0,0,37,0,1,0,0,0,0,2022/8/9 10:35,76,0,0, ,38,"rgba(0,68,255,1)"
U3,1,1660012531000-2022-08-09-10-35-31-371-Facebook.jpg,0,#,0.070549451,0,0,32,0,0,0,0,0,0,2022/8/9 10:35,77,0,0, ,39,"rgba(87,226,255,1)"
U3,1,1660012531000-2022-08-09-10-35-31-371-Facebook.jpg,1,"inMRe服專區昨天14贈途2#71路好難自從拿下八月,成為全份首溫比賽的勝利聯果然支得到70圈的隊伍,洋基已苦吞了,查看更多MLE6體育家族。699.00NFELTAND8/0910:00.ELTABRAS***1S.x",0.669450549,0,0,37,0,1,0,0,0,0,2022/8/9 10:35,78,0,0, ,39,"rgba(0,68,255,1)"
U3,1,1660012533000-2022-08-09-10-35-33-371-Facebook.jpg,0,"HEMEanRe2508/09支得到70個的隊伍,洋基已苦吞了5.查看更多MLB10:00.CLAIREMATT*$在*****11-1398410MIN",0.626868132,0,0,37,0,1,0,0,0,0,2022/8/9 10:35,79,0,0, ,40,"rgba(0,68,255,1)"
U3,1,1660012533000-2022-08-09-10-35-33-371-Facebook.jpg,1,"林林儀醫師道淤堅定新中mx=o8月2日11:246裴洛西議長龍台,全球關注。",0.113131868,0,0,46,0,0,0,0,0,0,2022/8/9 10:35,80,0,0, ,40,"rgba(4,134,219,1)"
U3,1,1660012534000-2022-08-09-10-35-34-371-Facebook.jpg,0,"OrHUMA8/0910:00.ELTAIRE分=""LIONBELTAR將ARGA",0.293076923,0,0,37,0,0,0,0,0,0,2022/8/9 10:35,81,0,0, ,41,"rgba(0,68,255,1)"
