user,qid,images,pid,context,percent,comment,outer_link,code_id,news,biggest,repeat,story,reels,IG_comment,shorts,video,video_action,full_screen,typing,like,share,YT_comment,detect_time,row_index,visible time,discuss,discuss_reason,picture_number,color
U2,1,1661312821000-2022-08-24-11-47-01-116-Facebook.jpg,2,,0.001603336,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022/8/24 11:47,35,0,0, ,20,"rgba(2,22,105,1)"
U2,1,1661312823000-2022-08-24-11-47-03-116-Facebook.jpg,0,PlayStation商店被控「敲「詐」900萬消費者6年來多千億元買數位遊戲付M英雄聯盟獨立遊戲女性向@遊戲角落攻略分析心得評測新聞資訊快評雜談•EQ,0.74,0,1,28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2022/8/24 11:47,36,0,0, ,21,"rgba(135,206,255,1)"
U2,1,1661312825000-2022-08-24-11-47-05-116-Facebook.jpg,0,"PlayStation商店被控「敲詐」900萬消費者6年來多付千億元買數位遊戲2022-08-2311:27遊戲角落半仔|剛宣布PSVR2將2023年初上市於消息的索尼,最近被英國消費維權人士AlexNeill告上法庭,她指控PlayStation利用市場地位透過數位商店「敲詐使用者」,在每筆交易中|抽成30%,導致英國玩家在過去6「年為數位遊戲多支付了50億英鎊)。(約新台幣1,774.5億元攻略分析心得評測新聞資訊6",0.74,0,1,28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2022/8/24 11:47,37,0,0, ,22,"rgba(135,206,255,1)"
U2,1,1661312826000-2022-08-24-11-47-06-116-Facebook.jpg,0,"攻略分析1,774.5億約新台幣2022-08-2311:27遊戲角落牛仔剛宣布PSVR2將於2023年初上市|消息的索尼,最近被英國消費維權人士AlexNeill告上法庭,她指控PlayStation利用市場地位透過數位商店「敲詐使用者」,在每筆交易中|抽成30%,導致英國玩家在過去650億戲多支付了年為數位遊英鎊(20THEREIEN心得評測新聞資訊快f元)。AA",0.74,0,1,28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2022/8/24 11:47,38,0,0, ,23,"rgba(135,206,255,1)"
U2,1,1661312827000-2022-08-24-11-47-07-116-Facebook.jpg,0,"2022-08-2311:27遊戲角福芋仔1攻略分析心得評測新聞資訊快f©口JUXAILARTIEN剛宣布PSVR2將於2023年初上市|消息的索尼,最近被英國消費維權人士AlexNeill告上法庭,她指控PlayStation利用市場地位透過數位商店「敲詐使用者」,在每筆交易中導致英國玩家在過去6年為數位遊戲多支付(約新台幣1,774.5億元)。抽30%成,了EX歡迎蒞臨西門子台北自動化工業展西門子數位企業解決方案,涵蓋尖端技術整合雷端聯網組合,協助建置未來工廠、數位工業新世代:50億英鎊0分享AA",0.74,0,1,28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2022/8/24 11:47,39,0,0, ,24,"rgba(135,206,255,1)"
U2,1,1661312828000-2022-08-24-11-47-08-116-Facebook.jpg,0,"2022-08-2311:27遊戲角落芋仔TSURALLREIDN歡迎蒞臨西門子台北自動化工業展XPlayStation商店被控「敲詐」900萬消費者...Ⓡ攻略分析心得評測新聞資訊快6LINE口年市消息的索剛宣布PSVR2將於2023初上尼,最近被英國消費維權人AlexNeill告上法庭,她指控PlayStation利用市場地位透過數位商店「敲詐使用者」,在每筆交易中「抽成30%,導致英國玩家在過去6年為數位遊戲多支付了50億英鎊「(約新台幣1,774.5億元)。原價52分享AA分享",0.74,0,1,28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2022/8/24 11:47,40,0,0, ,25,"rgba(135,206,255,1)"
U2,1,1661312830000-2022-08-24-11-47-10-116-Facebook.jpg,0,"圖/PlayStation_TWB口f,|VGC的報導根據上周向法庭遞交的「訴訟文件指出AlexNeill聲稱自|2016年8月19日以來,受害範圍|包括在英國通過數位PlayStationStore購買遊戲或DLC的任何人,約達900萬人,如果該訴訟成功,這些|玩家每人將獲得67~562英鎊(新歡迎蒞臨西門子台北自動化工業展涵蓋尖端技術整合雲端聯網產品組合,協助建置未來工西門子數位企樂解決方案,AA",0.74,0,1,28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2022/8/24 11:47,41,0,0, ,26,"rgba(135,206,255,1)"
U2,1,1661312831000-2022-08-24-11-47-11-116-Facebook.jpg,0,"「歡迎圖/PlayStation_TW蒞臨西門子6.AA|VGC的報導根據上周向法庭遞交的文件指出,AlexNeill聲稱自19日以來,受害範圍訴訟|2016年8月|包括在英國通過數位PlayStationStore購買遊戲DLC的任何人,約或達900萬人,如果該訴訟成功,這些|玩家每人將獲得67~562英鎊(新百到2萬元)不等的賠|台幣2千3|償,外加一些通膨利息。台北自動化工業展",0.74,0,1,28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2022/8/24 11:47,42,0,0, ,27,"rgba(135,206,255,1)"
U2,1,1661312832000-2022-08-24-11-47-12-116-Facebook.jpg,0,"圖/PlayStation_TWB口0「VGC的報導根據上周向法庭遞交的訴訟文件指出,AlexNeill聲稱自|2016年8月19日以來,受害範圍包括在英國通過數位PlayStationStore購買遊戲或DLC的任何|達900萬人,如果該訴訟成功,這些玩家每人將獲得67~562英鎊(新|台幣2千3百到2萬元)不等的賠人,約|償,外加一些通膨利息。歡迎蒞臨西門子台北自動化工業展XAA",0.74,0,1,28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2022/8/24 11:47,43,0,0, ,28,"rgba(135,206,255,1)"
U2,1,1661312834000-2022-08-24-11-47-14-116-Facebook.jpg,0,"歡迎SIEMENS|2022台北國際自動化工業大展時間8.24-8.271位M320歡迎蒞臨西門子台北自動化工業展西門子蒞臨西門子台北自動化工業展(達900萬人,如果該訴訟成功,這些玩家每人將獲得67~562英鎊(新|台幣2千3百到2萬元)不等的賠|償,外加一些通膨利息。OXAA",0.74,0,1,28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2022/8/24 11:47,44,0,0, ,29,"rgba(135,206,255,1)"
U2,1,1661312835000-2022-08-24-11-47-15-116-Facebook.jpg,0,"自動化工業展西門子Bo品石北果AppStore|值得注意的是,PS並非唯一收取平台抽成的商店,Steam、Xbox、蘋也全部有類似的抽成比【例(Epic抽取較低的12%),而AlexNeill聲稱這種抽成是「敲詐勒前「索」(rippingpeopleoff,目|不清楚她是否會提告其他平台商。AlexNeill@tweeneillFollowOX歡迎蒞臨西門子台北自動化工業展西門子数位企業解決方案,涵蓋尖端技術整合雲端聯網)AA",0.74,0,1,28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2022/8/24 11:47,45,0,0, ,30,"rgba(135,206,255,1)"
U2,1,1661312837000-2022-08-24-11-47-17-116-Facebook.jpg,0,"西门子AlexNeill@tweeneillFollowForanyonewantingmoreinformationontheallegalclaimagainstSonyPlaystationdotake歡迎蒞臨西門子台北自動化工業展西門子數位企業解決方案,通麗尖湖技術整合雲端聯網果AppStore|值得注意的是,PS並非唯一收取平台抽成的商店,Steam、Xbox、蘋也全部有類似的抽成比例(Epic抽取較低的12%),而AlexNeill聲稱這種抽成是「敲詐勒索」off),目前不清楚她是否會提告其他平台商。(rippeopleping快資訊@xAA",0.74,0,1,28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2022/8/24 11:47,46,0,0, ,31,"rgba(135,206,255,1)"
U2,1,1661312838000-2022-08-24-11-47-18-116-Facebook.jpg,0,"AlexNeill@tweeneillFollowForanyonewantingmoreinformationlegalclaimlookatoursiteⓇO攻略分析口6果AppStore值得注意的是,PS並非唯一收取平台抽成的商店,Steam、Xbox、蘋也全部有類似的抽成比例(Epic抽取較低的12%),而AlexNeill聲稱這種抽成是「敲詐勒pinpeopleoff),目前|不清楚她是否會提告其他平台商。「索」(ripg歡迎蒞臨西門子台北自動化工業展区西門子數位企業解ontheagainstSonyPlaystationdotakeaA",0.74,0,1,28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2022/8/24 11:47,47,0,0, ,32,"rgba(135,206,255,1)"
U2,1,1661312839000-2022-08-24-11-47-19-116-Facebook.jpg,0,"B閃fAlexNeill@tweeneill門ForanyonewantingmoreinformationonthelegalclaimagainstSonyPlaystationdotakealookatoursite攻略分析心得評測新聞歡迎蒞臨西子台北化自動工業展西門子數位企業解決方案,通置尖端技術整合雲端聯網值|台抽成的商店,Steam、Xbox、蘋AppStore果也全部有類似的抽成比例(Epic抽取較低的12%),而|AlexNeill聲稱這種抽成是「敲詐勒pinpeopleoff),目前不清楚她是否會提告其他平台商。「索」(ripgFollow並非唯一收取平得注意的是,PS快!資訊AAX",0.74,0,1,28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2022/8/24 11:47,48,0,0, ,33,"rgba(135,206,255,1)"
U2,1,1661312840000-2022-08-24-11-47-20-116-Facebook.jpg,0,"Foranyonelegalclaimlookatoursite.AlexNeill@tweeneill解口6台抽成果值得注意的是,PS並非唯一收取平的商店,Steam、Xbox、蘋AppStore也全部有類似的抽成比例Ep抽取較低的12%),而AlexNeill聲稱這種抽成是「敲詐勒peopleoff),目前不清楚她是否會提告其他平台商(ic「索」(ripping。OX歡迎蒞臨西門子台北自動化工業展涵蓋尖端技術整合雲端聯網西門子數位企業決方案,FollowwantingmoreinformationontheagainstSonyPlaystationdotakeaAA",0.74,0,1,28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2022/8/24 11:47,49,0,0, ,34,"rgba(135,206,255,1)"
U2,1,1661312841000-2022-08-24-11-47-21-116-Facebook.jpg,0,"迎5:06PM-Aug22,2022歡蒞臨門子台playstationyouoweus.co.ukHome-SonyYouOweUs西AlexNeill@tweenelllFollowForanyonewantingmoreinformationonthelegalclaimagainstSonyPlaystationdotakealookatoursite資快!訊只fAA不清楚她是否會提告其他平台商。北自動化多工業展①ox",0.74,0,1,28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2022/8/24 11:47,50,0,0, ,35,"rgba(135,206,255,1)"
U2,1,1661312842000-2022-08-24-11-47-22-116-Facebook.jpg,0,"成比例41。5:06PM-Aug22.2022ReplywHome-SonyYouOweUs◆Read27replies1攻略分析f諸接導該訴訟主要圍繞在PS商店加|發商與發行商的不平等條款,間致遊戲售價飆升,目前尚不清楚其是否訴求索尼不該對第三方合作商收取任何佣金,或者僅要求降低30%抽EX:歡迎蒞臨西門子台北自動化工業展西門子数位企CopylinkAA①在開",0.74,0,1,28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2022/8/24 11:47,51,0,0, ,36,"rgba(135,206,255,1)"
U2,1,1661312843000-2022-08-24-11-47-23-116-Facebook.jpg,0,"|任B何成比例。四fRead心歡迎蒞臨西門子台北自動化工業展西門子數位企業解決方案,涵蓋尖端技術整Ⓡ攻略分析得評測「該訴訟主要圍繞在PS商店加諸在開「發商與發行商的不平等條款,間接導致遊戲售價飆升,目前尚不清楚其是尼不該對第三方合作商收取否訴求索佣金,或者30%抽僅要求降低27repliesA",0.74,0,1,28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2022/8/24 11:47,52,0,0, ,37,"rgba(135,206,255,1)"
U2,1,1661312844000-2022-08-24-11-47-24-116-Facebook.jpg,0,"該歡訴迎任何成比例。佣金,蒞臨西門或者子台北西門子数位企南解決方案,通籤尖端技術整合雲端聯網B月0發商與發行商的不平等條款,間接導|致遊戲售價飆升,目前尚不清楚其是否訴求索尼不該對第三方合作商收取自PS商店加諸在開訟主要圍繞在動化工僅要求降低30%業展AA抽",0.74,0,1,28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2022/8/24 11:47,53,0,0, ,38,"rgba(135,206,255,1)"
U2,1,1661312846000-2022-08-24-11-47-26-116-Facebook.jpg,0,"不的B「通知娛「過不樂圖/PlayStation_TW這覺產「樂,許多弱勢「群和聯繫。」項中業法被,律多群領先攻略分析心得評測新聞資訊口f行於電|出,我們認為索尼濫用了自己的地位並剝奪了客戶的利益。」這位消保倡議人士在提供英國SkyNews的一份|聲明中表示,「遊戲現在是英國最大X歡迎蒞臨西門子台北自動化工業展西門子數位企業解決方案,涵蓋尖端技術整合雷雄聯網收錢的英國人挺體依靠遊戲來建立社動,我為數百萬在|視、影音和音身AA而",0.74,0,1,28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2022/8/24 11:47,54,0,0, ,39,"rgba(135,206,255,1)"
U2,1,1661312847000-2022-08-24-11-47-27-116-Facebook.jpg,0,"歡迎蒞臨樂,許多弱勢群和聯繫。」圖/PlayStation.TW攻略分析西B口6門群子台北Ⓡ自動|出,我們認為索尼濫用了自己的地位|並剝奪了客戶的利益。」這位消保倡議人士在提供英國SkyNews的一份現在是英國最大聲明中表示,「遊戲|的娛樂產業,領先於電視、影音和音「通過這項法律行動,我為數百萬在不知不覺中被多收錢的英國人挺身而OX西門子数值企高解決方案,通蓋尖端技術整合雲灣聯網化工業心得評測新聞資訊快展體依靠遊戲來建立社AA",0.74,0,1,28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2022/8/24 11:47,55,0,0, ,40,"rgba(135,206,255,1)"
